event_id,event_name,event_date,driver_type,impact_cycle,predictability,industry,intensity_score,source_note
A_20260112_600783,涨停异动_鲁信创投_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20260112_600828,涨停异动_茂业商业_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20260112_600839,涨停异动_四川长虹_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260112_600868,涨停异动_梅雁吉祥_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,5,近一年交易数据规则抽取
A_20260112_600877,涨停异动_电科芯片_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260112_600879,涨停异动_航天电子_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,5,近一年交易数据规则抽取
A_20260112_600880,涨停异动_博瑞传播_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,4,近一年交易数据规则抽取
A_20260112_600962,放量上涨异动_国投中鲁_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C15酒、饮料和精制茶制造业,3,近一年交易数据规则抽取
A_20260112_600965,涨停异动_福成股份_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C13农副食品加工业,4,近一年交易数据规则抽取
A_20260112_600986,涨停异动_浙文互联_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260112_601099,放量上涨异动_太平洋_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20260112_601106,涨停异动_中国一重_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20260112_601116,涨停异动_三江购物_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20260112_601360,涨停异动_三六零_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260112_601519,放量上涨异动_大智慧_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,J69其他金融业,3,近一年交易数据规则抽取
A_20260112_601611,涨停异动_中国核建_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,E48土木工程建筑业,4,近一年交易数据规则抽取
A_20260112_601615,涨停异动_明阳智能_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20260112_601698,涨停异动_中国卫通_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20260112_601858,涨停异动_中国科传_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,4,近一年交易数据规则抽取
A_20260112_601900,涨停异动_南方传媒_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,4,近一年交易数据规则抽取
A_20260112_601949,涨停异动_中国出版_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,4,近一年交易数据规则抽取
A_20260112_601992,涨停异动_金隅集团_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20260112_603000,涨停异动_人民网_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260112_603011,放量上涨异动_合锻智能_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20260112_603015,涨停异动_弘讯科技_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C40仪器仪表制造业,5,近一年交易数据规则抽取
A_20260112_603017,涨停异动_中衡设计_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,M74专业技术服务业,5,近一年交易数据规则抽取
A_20260112_603059,涨停异动_倍加洁_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C41其他制造业,4,近一年交易数据规则抽取
A_20260112_603078,涨停异动_江化微_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20260112_603090,涨停异动_宏盛股份_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20260112_603108,放量上涨异动_润达医疗_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20260112_603171,涨停异动_税友股份_2026-01-12,2026-01-12,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260113_600089,涨停异动_特变电工_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20260113_600151,跌停异动_航天机电_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,5,近一年交易数据规则抽取
A_20260113_600170,涨停异动_上海建工_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,E48土木工程建筑业,5,近一年交易数据规则抽取
A_20260113_600266,跌停异动_城建发展_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20260113_600271,跌停异动_航天信息_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20260113_600345,跌停异动_长江通信_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20260113_600372,跌停异动_中航机载_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20260113_600391,跌停异动_航发科技_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20260113_600435,跌停异动_北方导航_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260113_600477,涨停异动_杭萧钢构_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,5,近一年交易数据规则抽取
A_20260113_600501,跌停异动_航天晨光_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20260113_600550,放量上涨异动_保变电气_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20260113_600562,跌停异动_国睿科技_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260113_600588,放量上涨异动_用友网络_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,3,近一年交易数据规则抽取
A_20260113_600662,涨停异动_外服控股_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20260113_600676,涨停异动_交运股份_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,G54道路运输业,4,近一年交易数据规则抽取
A_20260113_600678,跌停异动_四川金顶_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,5,近一年交易数据规则抽取
A_20260113_600693,跌停异动_东百集团_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20260113_600721,涨停异动_百花医药_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,M73研究和试验发展,5,近一年交易数据规则抽取
A_20260113_600775,跌停异动_南京熊猫_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20260113_600776,涨停异动_东方通信_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20260113_600783,涨停异动_鲁信创投_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,5,近一年交易数据规则抽取
A_20260113_600800,涨停异动_渤海化学_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20260113_600855,跌停异动_航天长峰_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20260113_600865,跌停异动_百大集团_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20260113_600877,涨停异动_电科芯片_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20260113_600879,跌停异动_航天电子_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,5,近一年交易数据规则抽取
A_20260113_600973,跌停异动_宝胜股份_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,5,近一年交易数据规则抽取
A_20260113_600990,跌停异动_四创电子_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260113_601116,涨停异动_三江购物_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20260113_601179,放量上涨异动_中国西电_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,3,近一年交易数据规则抽取
A_20260113_601611,跌停异动_中国核建_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,E48土木工程建筑业,4,近一年交易数据规则抽取
A_20260113_601698,跌停异动_中国卫通_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20260113_601929,放量上涨异动_吉视传媒_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20260113_601992,涨停异动_金隅集团_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20260113_603000,涨停异动_人民网_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260113_603015,跌停异动_弘讯科技_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C40仪器仪表制造业,4,近一年交易数据规则抽取
A_20260113_603017,跌停异动_中衡设计_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,M74专业技术服务业,5,近一年交易数据规则抽取
A_20260113_603131,跌停异动_上海沪工_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20260113_603138,涨停异动_海量数据_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20260113_603169,跌停异动_兰石重装_2026-01-13,2026-01-13,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20260114_600076,涨停异动_康欣新材_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C20木材加工和木、竹、藤、棕、草制品业,4,近一年交易数据规则抽取
A_20260114_600126,放量上涨异动_杭钢股份_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C31黑色金属冶炼和压延加工业,3,近一年交易数据规则抽取
A_20260114_600133,涨停异动_东湖高新_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,5,近一年交易数据规则抽取
A_20260114_600198,涨停异动_大唐电信_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260114_600340,跌停异动_华夏幸福_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20260114_600343,放量上涨异动_航天动力_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20260114_600410,涨停异动_华胜天成_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20260114_600498,放量上涨异动_烽火通信_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260114_600501,跌停异动_航天晨光_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20260114_600537,跌停异动_亿晶光电_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20260114_600556,涨停异动_天下秀_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,5,近一年交易数据规则抽取
A_20260114_600588,涨停异动_用友网络_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20260114_600589,涨停异动_大位科技_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20260114_600633,放量上涨异动_浙数文化_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260114_600662,涨停异动_外服控股_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20260114_600676,涨停异动_交运股份_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,G54道路运输业,5,近一年交易数据规则抽取
A_20260114_600693,跌停异动_东百集团_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20260114_600724,涨停异动_宁波富达_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20260114_600734,涨停异动_实达集团_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20260114_600783,跌停异动_鲁信创投_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,5,近一年交易数据规则抽取
A_20260114_600785,涨停异动_新华百货_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20260114_600825,放量上涨异动_新华传媒_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,3,近一年交易数据规则抽取
A_20260114_600855,跌停异动_航天长峰_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20260114_600986,涨停异动_浙文互联_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,5,近一年交易数据规则抽取
A_20260114_600990,跌停异动_四创电子_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20260114_601106,涨停异动_中国一重_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,5,近一年交易数据规则抽取
A_20260114_601116,涨停异动_三江购物_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20260114_601216,涨停异动_君正集团_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20260114_601698,跌停异动_中国卫通_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20260114_601900,放量上涨异动_南方传媒_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,3,近一年交易数据规则抽取
A_20260114_601992,涨停异动_金隅集团_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20260114_603000,涨停异动_人民网_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20260114_603056,涨停异动_德邦股份_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,G54道路运输业,4,近一年交易数据规则抽取
A_20260114_603122,跌停异动_合富中国_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,5,近一年交易数据规则抽取
A_20260114_603163,涨停异动_圣晖集成_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,E49建筑安装业,4,近一年交易数据规则抽取
A_20260114_603179,涨停异动_新泉股份_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20260114_603200,放量上涨异动_上海洗霸_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,N77生态保护和环境治理业,3,近一年交易数据规则抽取
A_20260114_603215,放量上涨异动_比依股份_2026-01-14,2026-01-14,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,3,近一年交易数据规则抽取
A_20260115_600058,涨停异动_五矿发展_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20260115_600118,跌停异动_中国卫星_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260115_600302,涨停异动_标准股份_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20260115_600337,跌停异动_美克家居_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20260115_600340,跌停异动_华夏幸福_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20260115_600343,跌停异动_航天动力_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20260115_600345,跌停异动_长江通信_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260115_600389,涨停异动_江山股份_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20260115_600403,跌停异动_大有能源_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,B06煤炭开采和洗选业,4,近一年交易数据规则抽取
A_20260115_600410,涨停异动_华胜天成_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20260115_600477,跌停异动_杭萧钢构_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,4,近一年交易数据规则抽取
A_20260115_600498,跌停异动_烽火通信_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260115_600520,涨停异动_三佳科技_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20260115_600537,跌停异动_亿晶光电_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20260115_600550,涨停异动_保变电气_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,5,近一年交易数据规则抽取
A_20260115_600556,跌停异动_天下秀_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,5,近一年交易数据规则抽取
A_20260115_600593,涨停异动_大连圣亚_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,N78公共设施管理业,5,近一年交易数据规则抽取
A_20260115_600662,涨停异动_外服控股_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20260115_600693,跌停异动_东百集团_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20260115_600708,涨停异动_光明地产_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20260115_600725,涨停异动_云维股份_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20260115_600763,放量上涨异动_通策医疗_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,Q84卫生,3,近一年交易数据规则抽取
A_20260115_600776,跌停异动_东方通信_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260115_600783,跌停异动_鲁信创投_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20260115_600785,涨停异动_新华百货_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20260115_600877,跌停异动_电科芯片_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20260115_600879,跌停异动_航天电子_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20260115_600880,跌停异动_博瑞传播_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,5,近一年交易数据规则抽取
A_20260115_600986,跌停异动_浙文互联_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,5,近一年交易数据规则抽取
A_20260115_601106,跌停异动_中国一重_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20260115_601208,涨停异动_东材科技_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20260115_601231,涨停异动_环旭电子_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260115_601366,涨停异动_利群股份_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20260115_601698,跌停异动_中国卫通_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20260115_601992,跌停异动_金隅集团_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,5,近一年交易数据规则抽取
A_20260115_603000,涨停异动_人民网_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,5,近一年交易数据规则抽取
A_20260115_603002,放量上涨异动_宏昌电子_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,3,近一年交易数据规则抽取
A_20260115_603023,涨停异动_威帝股份_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260115_603056,涨停异动_德邦股份_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,G54道路运输业,4,近一年交易数据规则抽取
A_20260115_603122,跌停异动_合富中国_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,5,近一年交易数据规则抽取
A_20260115_603161,涨停异动_科华控股_2026-01-15,2026-01-15,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20260116_600053,涨停异动_九鼎投资_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20260116_600058,涨停异动_五矿发展_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20260116_600198,涨停异动_大唐电信_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20260116_600234,涨停异动_科新发展_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,E50建筑装饰、装修和其他建筑业,4,近一年交易数据规则抽取
A_20260116_600266,涨停异动_城建发展_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20260116_600340,跌停异动_华夏幸福_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20260116_600410,跌停异动_华胜天成_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20260116_600433,放量上涨异动_冠豪高新_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,C22造纸和纸制品业,3,近一年交易数据规则抽取
A_20260116_600477,跌停异动_杭萧钢构_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,4,近一年交易数据规则抽取
A_20260116_600537,跌停异动_亿晶光电_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20260116_600556,跌停异动_天下秀_2026-01-16,2026-01-16,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,5,近一年交易数据规则抽取
